"COURSE","GRADE","GPAO","HIGH_SCHOOL_GPA","GENDER","UR_STUDENT_OF_COLOR","FIRST_GENERATION","LOW_INCOME","LETTER_GRADE","LETTER_GRADE_CATEGORY","HIGH_SCHOOL_GPA_CATEGORY","GPAO_LETTER_GRADE","GPAO_LETTER_GRADE_CATEGORY","GRADE_ANOMOLY"
"Entry Bio",2.27676911720947,3.60815895178363,3.97778815638937,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","3.7+","B","A or B",-1.33138983457416
"Entry Bio",3.83953320498964,3.64078988418285,3.53520684607388,"Female","Non-Underrep. Student of Color","First Generation","Low Income","A","A or B","Below 3.7","B","A or B",0.19874332080679
"Entry Bio",2.68163341057993,0.41585465881838,3.41055436502173,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","F","D or F",2.26577875176155
"Entry Bio",3.52676472978736,3.30114757161114,3.93682613369074,"Female","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","3.7+","B","A or B",0.22561715817622
"Entry Bio",2.59118788773917,1.48110051825057,3.58837115972381,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","D","D or F",1.1100873694886
"Entry Bio",1.94473104781344,3.5217148296007,3.6763021493553,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","B","A or B",-1.57698378178726
"Entry Bio",2.66355695652825,2.6448475538409,3.46162805967292,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",0.01870940268735
"Entry Bio",0.567900125302099,2.0122629126812,3.36386124140565,"Female","Non-Underrep. Student of Color","First Generation","Low Income","F","D or F","Below 3.7","C","C",-1.4443627873791
"Entry Bio",2.29073553258235,1.14069887951851,3.90392998080267,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","3.7+","D","D or F",1.15003665306384
"Entry Bio",1.67458171451021,1.50800710419991,3.57540235582452,"Female","Non-Underrep. Student of Color","First Generation","Low Income","D","D or F","Below 3.7","D","D or F",0.1665746103103
"Entry Bio",2.03269366979719,2.52370118502563,3.5289733734882,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.49100751522844
"Entry Bio",2.57556748069412,2.82077386421609,3.77089637176585,"Female","Non-Underrep. Student of Color","First Generation","Low Income","C","C","3.7+","B","A or B",-0.24520638352197
"Entry Bio",2.26729298963453,2.1652814296954,3.62393594274612,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","C","C",0.10201155993913
"Entry Bio",3.38361200650833,3.47045484784379,3.87767793310971,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",-0.0868428413354598
"Entry Bio",1.87014907857001,2.762827978622,3.78167181994649,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-0.89267890005199
"Entry Bio",0.903309277225969,2.76836840487722,3.76890057676733,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","3.7+","B","A or B",-1.86505912765125
"Entry Bio",3.40189526486279,2.74236446912069,3.76507351457754,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.6595307957421
"Entry Bio",1.83753708993509,3.04892806668123,3.85717264575089,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-1.21139097674614
"Entry Bio",2.47460711633857,2.18130009788591,3.76490374390862,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","C","C",0.29330701845266
"Entry Bio",2.74814078972471,2.64641289749217,3.53625673543851,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","C","C",0.10172789223254
"Entry Bio",3.32427383775591,3.37735857800709,3.86721876252016,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",-0.05308474025118
"Entry Bio",3.82930199790443,1.87037827593373,3.98365213534051,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","3.7+","C","C",1.9589237219707
"Entry Bio",2.75028479250806,3.64160325764729,3.52866452579538,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.89131846513923
"Entry Bio",2.96270071583114,1.50758466622823,3.76996910321756,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","D","D or F",1.45511604960291
"Entry Bio",2.460705357134,2.78566400168698,3.93760002184331,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-0.32495864455298
"Entry Bio",3.04168007874733,3.76267187170426,3.94757727045355,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","A","A or B",-0.72099179295693
"Entry Bio",1.99903642769068,2.39846854511485,3.90977690257453,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","C","C",-0.39943211742417
"Entry Bio",2.62830255441946,3.58717853496452,3.73231681235818,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-0.95887598054506
"Entry Bio",2.0256200228621,3.8403116462459,3.79208896925574,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","A","A or B",-1.8146916233838
"Entry Bio",1.4557892696088,2.98287645193175,3.81698885183618,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","3.7+","B","A or B",-1.52708718232295
"Entry Bio",3.59049370862744,2.66463181842607,3.74825784498641,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.92586189020137
"Entry Bio",0.753226499939053,3.95247340303469,3.57410186065434,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","Below 3.7","A","A or B",-3.19924690309564
"Entry Bio",3.82309106753098,2.41781723609436,3.68971854583761,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","Below 3.7","C","C",1.40527383143662
"Entry Bio",3.99908223999233,2.92053734555754,3.42356286484445,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","Below 3.7","B","A or B",1.07854489443479
"Entry Bio",1.78686931266689,2.77285914382988,3.77677985942448,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-0.98598983116299
"Entry Bio",2.4183389724232,2.44218613195632,3.71084859638948,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","C","C",-0.02384715953312
"Entry Bio",3.75992924164849,3.24590362611317,3.58951789944226,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","Below 3.7","B","A or B",0.51402561553532
"Entry Bio",2.21058320312258,1.6152353675726,2.33899619810415,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","D","D or F",0.59534783554998
"Entry Bio",2.54180086879187,3.57998899943004,3.78164761581547,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","C","C","3.7+","B","A or B",-1.03818813063817
"Entry Bio",3.32488303493053,3.69559254048548,3.26751833375209,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.37070950555495
"Entry Bio",2.67779050150588,2.79246576722087,2.85539061560354,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","B","A or B",-0.11467526571499
"Entry Bio",0.392243505804118,2.59635196997885,2.36892829956611,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","F","D or F","Below 3.7","C","C",-2.20410846417473
"Entry Bio",3.42566258917882,4.00993015010342,3.40322555828837,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","A","A or B",-0.5842675609246
"Entry Bio",3.36734694109233,3.68241088826324,3.95008411532126,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","3.7+","B","A or B",-0.31506394717091
"Entry Bio",2.85770649453269,2.84460691071025,3.86784411367399,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","3.7+","B","A or B",0.0130995838224401
"Entry Bio",3.78028761844845,3.93457847597766,3.31134234935008,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","A","A or B","Below 3.7","A","A or B",-0.15429085752921
"Entry Bio",1.06376578406737,3.57715505373039,3.97786492473692,"Male","Non-Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","3.7+","B","A or B",-2.51338926966302
"Entry Bio",1.00962239142937,2.67787230550197,3.98783632616047,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","3.7+","C","C",-1.6682499140726
"Entry Bio",0.664351528344576,2.05840845612373,2.0770822971384,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","F","D or F","Below 3.7","C","C",-1.39405692777915
"Entry Bio",1.31519880917125,3.2346588905667,4.0065826044092,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","3.7+","B","A or B",-1.91946008139545
"Entry Bio",0.506009237312343,0.0628158625460271,3.69791214687517,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","F","D or F","Below 3.7","F","D or F",0.443193374766316
"Entry Bio",1.41195613192662,2.25059969929896,2.58587597105885,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","Below 3.7","C","C",-0.83864356737234
"Entry Bio",1.84355885788378,2.61621025557475,3.24780920321587,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","C","C",-0.77265139769097
"Entry Bio",1.9861447180469,0.520808123977436,3.98365405566525,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","C","C","3.7+","F","D or F",1.46533659406946
"Entry Bio",0.921074748253005,1.62243209439484,2.22645965622738,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","Below 3.7","D","D or F",-0.701357346141835
"Entry Bio",0.638362875029656,1.0764335020008,3.26196070678066,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","F","D or F","Below 3.7","D","D or F",-0.438070626971144
"Entry Bio",1.40161467772597,2.1466177884174,2.41240691014333,"Male","Non-Underrep. Student of Color","First Generation","Non-Low Income","D","D or F","Below 3.7","C","C",-0.74500311069143
"Entry Bio",2.96270716417082,3.35228577471961,2.91691456157097,"Male","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.38957861054879
"Entry Bio",2.46455366231149,2.93073249933051,2.67733688394513,"Male","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","B","A or B",-0.46617883701902
"Entry Bio",2.93961548145755,1.51395042751333,2.86395126824052,"Male","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","D","D or F",1.42566505394422
"Entry Bio",3.72921850477352,2.29874858660039,3.45705413366894,"Male","Non-Underrep. Student of Color","First Generation","Low Income","A","A or B","Below 3.7","C","C",1.43046991817313
"Entry Bio",3.44706571793095,2.3795655594309,3.63439533762068,"Male","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","C","C",1.06750015850005
"Entry Bio",3.38281962400504,3.24166220966696,3.70185519433105,"Male","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","3.7+","B","A or B",0.14115741433808
"Entry Bio",3.5431895988077,2.5843976354887,3.12646399527998,"Male","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","C","C",0.958791963319
"Entry Bio",2.7518147115593,2.48893965919044,2.85642780294206,"Male","Non-Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","C","C",0.26287505236886
"Entry Bio",2.04093768590101,1.96990257778517,2.97223535958657,"Male","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",0.0710351081158402
"Entry Bio",1.92924805215629,3.48187506587892,3.09052339615492,"Male","Non-Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","B","A or B",-1.55262701372263
"Entry Bio",1.75494606183197,1.21203021851369,3.27315634960096,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","D","D or F",0.54291584331828
"Entry Bio",3.68035526446264,2.90005292210195,3.95393349978796,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.78030234236069
"Entry Bio",1.70959529321719,2.58221031442044,3.51374605598916,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","C","C",-0.87261502120325
"Entry Bio",3.35860352085599,2.5897807461041,3.88527559128119,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.76882277475189
"Entry Bio",0.516669586611047,3.24363647548492,2.7574498798294,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","F","D or F","Below 3.7","B","A or B",-2.72696688887387
"Entry Bio",2.851654109806,2.60006311615893,2.42726306512037,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","C","C",0.25159099364707
"Entry Bio",1.99270646623423,2.19467169029354,2.7538159044472,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","C","C",-0.20196522405931
"Entry Bio",2.83023005709963,3.59179244617677,2.63955441094023,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.76156238907714
"Entry Bio",3.74069618505006,0.549885808097184,3.29669858349401,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","A","A or B","Below 3.7","F","D or F",3.19081037695288
"Entry Bio",1.85981923932374,1.7342109175446,2.15829173406937,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","C","C",0.12560832177914
"Entry Bio",0.903465841554697,4.00426986491652,3.69408451905707,"Male","Underrep. Student of Color","Non-First Generation","Low Income","D","D or F","Below 3.7","A","A or B",-3.10080402336182
"Entry Bio",2.11230266681484,2.18601211365567,3.38259707278572,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","C","C",-0.0737094468408301
"Entry Bio",3.30417363238062,3.01636091630172,3.11835707990918,"Male","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",0.2878127160789
"Entry Bio",2.08196746552283,2.98595288864759,3.63321289961692,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","B","A or B",-0.90398542312476
"Entry Bio",2.31232081447997,2.99250714958779,3.99225072715431,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","3.7+","B","A or B",-0.68018633510782
"Entry Bio",2.41386806186043,2.04607405821354,3.41099324894836,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","C","C",0.36779400364689
"Entry Bio",3.82351047567244,1.17658646466559,2.71250782178482,"Male","Underrep. Student of Color","Non-First Generation","Low Income","A","A or B","Below 3.7","D","D or F",2.64692401100685
"Entry Bio",1.77130585017775,2.60054046334379,2.76782168471487,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","C","C",-0.82923461316604
"Entry Bio",3.31051726172582,2.47180190003025,3.06602942674886,"Male","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","C","C",0.83871536169557
"Entry Bio",1.77687362471548,2.54176764093978,3.89398966628592,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","3.7+","C","C",-0.7648940162243
"Entry Bio",1.79202158754211,2.58596109162499,3.02363531263819,"Male","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.79393950408288
"Entry Bio",2.98211447175211,2.51640351927399,3.83499592942127,"Male","Underrep. Student of Color","First Generation","Low Income","B","A or B","3.7+","C","C",0.46571095247812
"Entry Bio",0.429169153565002,2.63659926826122,3.07460117197792,"Male","Underrep. Student of Color","First Generation","Low Income","F","D or F","Below 3.7","C","C",-2.20743011469622
"Entry Bio",3.96996997368516,3.07259210307545,2.99880665779748,"Male","Underrep. Student of Color","First Generation","Low Income","A","A or B","Below 3.7","B","A or B",0.89737787060971
"Entry Bio",1.62459893022572,3.58680887522077,3.83494343268133,"Male","Underrep. Student of Color","First Generation","Low Income","D","D or F","3.7+","B","A or B",-1.96220994499505
"Entry Bio",2.89817392232636,3.58601723132994,3.75560641783222,"Male","Underrep. Student of Color","First Generation","Low Income","B","A or B","3.7+","B","A or B",-0.68784330900358
"Entry Bio",3.21820639436416,3.09375450629344,2.53357117637225,"Male","Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","B","A or B",0.12445188807072
"Entry Bio",3.03710752911694,3.16527813656758,3.92733616390098,"Male","Underrep. Student of Color","First Generation","Low Income","B","A or B","3.7+","B","A or B",-0.12817060745064
"Entry Bio",2.28547029460308,2.61871214999465,2.93103705766868,"Male","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.33324185539157
"Entry Bio",0.258886496619236,2.55455099966154,2.69118080360487,"Male","Underrep. Student of Color","First Generation","Low Income","F","D or F","Below 3.7","C","C",-2.2956645030423
"Entry Bio",1.4098805584223,2.38112245229101,3.590737717422,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","Below 3.7","C","C",-0.97124189386871
"Entry Bio",3.15957750155808,3.0940841973118,3.41014038131898,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",0.0654933042462802
"Entry Bio",3.30851168073178,2.52949288879957,3.58490793165798,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","C","C",0.77901879193221
"Entry Bio",2.28374347373823,3.18063541781001,3.62110582788142,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-0.89689194407178
"Entry Bio",2.04940204593251,3.07568409250681,3.44145787663133,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-1.0262820465743
"Entry Bio",0.892669888444922,3.63263986580967,3.93530578620926,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","3.7+","B","A or B",-2.73996997736475
"Entry Bio",3.02427854434269,1.55277334373619,3.03336816433987,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","D","D or F",1.4715052006065
"Entry Bio",3.61620862120477,3.01623975665073,3.79337162571592,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.59996886455404
"Entry Bio",1.95614854683383,2.88831701569097,3.40046216771692,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-0.93216846885714
"Entry Bio",2.70663410465,1.78936523880159,3.82660746562756,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.91726886584841
"Entry Bio",3.38068693634625,3.37517131826505,3.48925291241336,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",0.00551561808120038
"Entry Bio",2.89535884616842,2.94590413102368,3.85670185511543,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",-0.0505452848552599
"Entry Bio",2.18442283688671,2.74919349611996,3.85781339255276,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-0.56477065923325
"Entry Bio",3.429962627075,3.07777646636274,3.55703422538072,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",0.35218616071226
"Entry Bio",3.11648887579353,3.26039187743705,3.45668349740863,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.14390300164352
"Entry Bio",3.66784541877202,1.76323843928603,3.71612587671581,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","C","C",1.90460697948599
"Entry Bio",1.51562396983055,1.97855205882002,3.65638953356349,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","D","D or F","Below 3.7","C","C",-0.46292808898947
"Entry Bio",3.3682733613555,2.91863602384668,3.82496587720357,"Male","Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",0.44963733750882
"Entry Bio",3.77675689484404,3.71802674732056,2.89900135455729,"Male","Underrep. Student of Color","Non-First Generation","Low Income","A","A or B","Below 3.7","A","A or B",0.0587301475234798
"Entry Bio",3.8221030699182,3.37282026650283,3.4755828399099,"Male","Underrep. Student of Color","Non-First Generation","Low Income","A","A or B","Below 3.7","B","A or B",0.44928280341537
"Entry Bio",3.86156330672467,3.3985288899017,2.900009559009,"Male","Underrep. Student of Color","Non-First Generation","Low Income","A","A or B","Below 3.7","B","A or B",0.46303441682297
"Entry Bio",2.86472141817977,2.95252068125755,3.1752678233316,"Male","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.08779926307778
"Entry Bio",3.26146669215662,3.55043122353154,2.81284896618502,"Male","Underrep. Student of Color","Non-First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.28896453137492
"Entry Bio",2.26814751078186,3.4589580059569,3.28750082829301,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","B","A or B",-1.19081049517504
"Entry Bio",3.9580878309944,2.8195245601524,2.14803243615431,"Male","Underrep. Student of Color","Non-First Generation","Low Income","A","A or B","Below 3.7","B","A or B",1.138563270842
"Entry Bio",2.48112146585481,4.00216263292354,2.28796702290245,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","A","A or B",-1.52104116706873
"Entry Bio",2.33318966918658,3.28129154330579,2.79737206108368,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","Below 3.7","B","A or B",-0.94810187411921
"Entry Bio",2.06493438850071,2.40168899581838,3.79486747550627,"Male","Underrep. Student of Color","Non-First Generation","Low Income","C","C","3.7+","C","C",-0.33675460731767
"Entry Bio",1.80239665118961,3.04599602072459,2.72421652713127,"Male","Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","B","A or B",-1.24359936953498
"Entry Bio",3.19506991379251,1.71255840042558,3.85653957096499,"Male","Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","3.7+","C","C",1.48251151336693
"Entry Bio",2.19952966034661,1.8818995113692,3.68819965265081,"Male","Underrep. Student of Color","First Generation","Non-Low Income","C","C","Below 3.7","C","C",0.31763014897741
"Entry Bio",3.46879166115379,3.05543025782481,3.18853638955067,"Male","Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",0.41336140332898
"Entry Bio",3.12731355650733,3.86415532558019,3.8030678056468,"Male","Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","3.7+","A","A or B",-0.73684176907286
"Entry Bio",3.01600608288119,3.13125824113494,3.886444426436,"Male","Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","3.7+","B","A or B",-0.11525215825375
"Entry Bio",3.83548965649058,3.48915686774705,2.8533958962676,"Male","Underrep. Student of Color","First Generation","Non-Low Income","A","A or B","Below 3.7","B","A or B",0.34633278874353
"Entry Bio",3.52077569886699,1.93156701591339,2.79461603856811,"Male","Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","Below 3.7","C","C",1.5892086829536
"Entry Bio",2.75598980605544,2.57811659149119,3.87911141206963,"Male","Underrep. Student of Color","First Generation","Non-Low Income","B","A or B","3.7+","C","C",0.17787321456425
"Entry Bio",3.8526423477125,3.30258779393213,3.10758472054961,"Male","Underrep. Student of Color","First Generation","Non-Low Income","A","A or B","Below 3.7","B","A or B",0.55005455378037
"Entry Bio",2.74572086304096,3.51259877553712,3.59738961775429,"Male","Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","B","A or B",-0.76687791249616
"Entry Bio",1.81476242864644,1.69872435923526,2.97501596823895,"Male","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","D","D or F",0.11603806941118
"Entry Bio",2.42093017787782,4.00597742627228,3.60435228262318,"Male","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","A","A or B",-1.58504724839446
"Entry Bio",1.78569917477781,2.29145237483067,3.63266249129264,"Male","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.50575320005286
"Entry Bio",1.95339623548065,2.99391587599403,3.473111242751,"Male","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","B","A or B",-1.04051964051338
"Entry Bio",2.0856693448133,2.29496344042661,3.5150677025003,"Male","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.20929409561331
"Entry Bio",0.669114792972393,1.87820979685446,2.47739260464687,"Male","Underrep. Student of Color","First Generation","Low Income","F","D or F","Below 3.7","C","C",-1.20909500388207
"Entry Bio",3.87901122422961,3.52342731987861,3.99811857710126,"Male","Underrep. Student of Color","First Generation","Low Income","A","A or B","3.7+","B","A or B",0.355583904351
"Entry Bio",1.91257726147335,2.34713795622308,2.42261755551591,"Male","Underrep. Student of Color","First Generation","Low Income","C","C","Below 3.7","C","C",-0.43456069474973
"Entry Bio",3.44785197170626,1.74985275563935,3.53568870642346,"Male","Underrep. Student of Color","First Generation","Low Income","B","A or B","Below 3.7","C","C",1.69799921606691
"Entry Bio",3.5365216253726,2.35224125677367,3.37212118822122,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","C","C",1.18428036859893
"Entry Bio",1.90230297281017,0.771181363286325,3.72798976569049,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","D","D or F",1.13112160952384
"Entry Bio",3.24311693296555,2.58079053513003,3.43962780025527,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","C","C",0.66232639783552
"Entry Bio",0.411588280046959,3.97667762530103,3.2245272738091,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","F","D or F","Below 3.7","A","A or B",-3.56508934525407
"Entry Bio",1.93860186891508,3.16381054633939,4.00533590523766,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-1.22520867742431
"Entry Bio",3.40116994234209,3.69066155567365,3.65966277192072,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.28949161333156
"Entry Bio",1.94531114625253,2.41649630347882,3.59253039426007,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","C","C",-0.47118515722629
"Entry Bio",2.18782510288668,2.5673242407716,2.99478601197249,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","C","C",-0.37949913788492
"Entry Bio",2.84946790876954,2.94537452039462,3.5835951498733,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.0959066116250802
"Entry Bio",2.47482527802354,3.14489672651362,3.82395226552944,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","3.7+","B","A or B",-0.67007144849008
"Entry Bio",3.65059918836337,2.88289855169139,3.29921832767525,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",0.76770063667198
"Entry Bio",2.66236749663114,3.99896704589232,3.65791006573644,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","C","C","Below 3.7","A","A or B",-1.33659954926118
"Entry Bio",2.91709397327952,3.10032920082618,3.48762369557303,"Male","Non-Underrep. Student of Color","Non-First Generation","Non-Low Income","B","A or B","Below 3.7","B","A or B",-0.18323522754666
